id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
1865,补水效果,2,6,明显,6,8,功效,正面
1865,吸收,9,11,迅速,11,13,使用体验,正面
1866,,,,一如既往的好,10,16,整体,正面
1867,外箱,14,16,,,,包装,负面
1868,,,,很亲和,6,9,使用体验,正面
1868,,,,很好用,10,13,整体,正面
1869,,,,挺好,5,7,整体,正面
1870,,,,很气人,19,22,物流,负面
1870,,,,有点坑,9,12,物流,负面
1871,,,,假货,0,2,真伪,负面
1872,,,,还好,11,13,整体,正面
1872,,,,挺薄的,7,10,使用体验,正面
1873,清洁能力,0,4,,,,功效,中性
1873,香味,15,17,喜欢,12,14,气味,正面
1873,,,,细滑,5,7,使用体验,正面
1873,,,,容易冲洗,7,11,使用体验,正面
1874,,,,好用的,0,3,整体,正面
1874,补水效果,4,8,挺好的,8,11,功效,正面
1875,,,,挺好用的,2,6,整体,正面
1875,,,,挺好,38,40,整体,正面
1876,,,,正品,3,5,真伪,正面
1877,,,,温和不刺激,0,5,使用体验,正面
1877,,,,很棒,13,15,整体,正面
1877,价格,29,31,平民价,32,35,价格,正面
1877,,,,很好,36,38,整体,正面
1878,,,,棒棒哒,0,3,整体,正面
1879,,,,不太适合,3,7,整体,负面
1879,,,,不吸收,9,12,使用体验,负面
1880,,,,辣眼睛,23,26,使用体验,负面
1881,,,,不好用,0,3,整体,负面
1881,遮瑕效果,4,8,不好,8,10,功效,负面
1881,,,,比较干,11,14,使用体验,负面
1881,,,,不保湿,15,18,功效,负面
1882,速度,11,13,,,,整体,正面
1883,,,,挺好用的,0,4,整体,正面
1884,,,,很舒服,2,5,使用体验,正面
1884,,,,滑滑的,7,10,使用体验,正面
1885,,,,还可以,0,3,整体,正面
1886,,,,正品,3,5,真伪,正面
1886,价格,8,10,很实惠,10,13,价格,正面
1887,,,,一般般,0,3,整体,中性
1888,活动,0,2,,,,价格,正面
1888,补水效果,5,9,很好,9,11,功效,正面
1888,味道,12,14,好闻,14,16,气味,正面
1889,物流,15,17,非常的快,18,22,物流,正面
1889,,,,不错,2,4,整体,正面
1889,,,,很实在,5,8,整体,正面
1889,,,,非常的好用,9,14,整体,正面
1890,,,,量足,0,2,其他,正面
1890,,,,喜欢,17,19,整体,正面
1891,,,,还不错,2,5,整体,正面
1892,,,,特别特别划算,0,6,价格,正面
1892,,,,便宜,11,13,价格,正面
1892,,,,不长闭合,26,30,使用体验,正面
1892,,,,不油,36,38,使用体验,正面
1893,,,,水润,3,5,使用体验,正面
1894,价,5,6,廉,6,7,价格,正面
1895,,,,不错,2,4,整体,正面
1895,包装,6,8,完整,8,10,包装,正面
1896,包装,5,7,精美,7,9,包装,正面
1896,,,,不错,2,4,整体,正面
1897,,,,不错,0,2,整体,正面
1897,,,,很满意,6,9,整体,正面
1898,,,,油腻腻的,23,27,使用体验,负面
1898,,,,不喜欢,2,5,整体,负面
1899,,,,还行,0,2,整体,正面
1900,,,,还可以,0,3,整体,正面
1901,,,,很香,0,2,气味,正面
1902,,,,不错的,32,35,整体,正面
1903,,,,还可以,0,3,整体,正面
1903,,,,有点油,6,9,使用体验,中性
1904,遮瑕力,0,3,一般,3,5,功效,中性
1904,,,,轻薄,9,11,使用体验,正面
1904,,,,提亮肤色,12,16,功效,正面
1905,,,,不刺激,10,13,使用体验,正面
1905,,,,很好,14,16,整体,正面
1905,,,,清洁,0,2,功效,正面
1905,,,,干净,2,4,功效,正面
1905,价格,5,7,亲民,7,9,价格,正面
1906,活动,0,2,,,,价格,正面
1906,,,,很划算,6,9,价格,正面
1906,,,,很保湿,11,14,功效,正面
1906,,,,补水,14,16,功效,正面
1907,,,,还不错,2,5,整体,正面
1907,,,,很润,7,9,使用体验,正面
1908,送货,0,2,比较快,2,5,物流,正面
1909,,,,太差,0,2,整体,负面
1909,,,,卡粉,3,5,使用体验,负面
1910,,,,还不错,10,13,整体,正面
1910,,,,挺细腻,14,17,使用体验,正面
1911,,,,非常好用,0,4,整体,正面
1912,,,,太干,5,7,使用体验,负面
1912,,,,有点小,14,17,尺寸,中性
1912,上妆效果,23,27,一般,28,30,功效,中性
1912,持久情况,31,35,,,,功效,正面
1913,,,,超级喜欢,0,4,整体,正面
1913,服务,8,10,棒棒哒,10,13,服务,正面
1914,,,,不好用,0,3,整体,负面
1915,,,,还可以,0,3,整体,正面
1916,,,,特别好用,0,4,整体,正面
1916,,,,美美哒,12,15,使用体验,正面
1917,味道,12,14,还不错,14,17,气味,正面
1918,,,,挺好的,7,10,整体,正面
1918,,,,不油腻,13,16,使用体验,正面
1918,,,,清透,11,13,使用体验,正面
1919,礼盒,0,2,很精美,2,5,包装,正面
1919,,,,一点点,19,22,尺寸,负面
1919,赠品,23,25,很丰富,25,28,价格,正面
1920,快递员,0,3,很细心,3,6,物流,正面
1921,,,,不好,0,2,整体,负面
1922,,,,相当不错,4,8,整体,正面
1922,,,,很水润,9,12,使用体验,正面
1922,,,,很舒服,13,16,使用体验,正面
1923,,,,正品,13,15,真伪,正面
1924,,,,还不错,11,14,整体,正面
1925,妆感,0,2,比较厚重,2,6,使用体验,中性
1925,,,,很舒服,9,12,使用体验,正面
1926,,,,很好,0,2,整体,正面
1927,,,,非常不错,7,11,整体,正面
1928,赠品,5,7,,,,价格,正面
1929,,,,很好,10,12,整体,正面
1929,价格,13,15,便宜,15,17,价格,正面
1930,,,,很好,0,2,整体,正面
1931,物流,2,4,真不错,4,7,物流,正面
1931,,,,好评,43,45,整体,正面
1931,,,,细腻,38,40,使用体验,正面
1931,,,,滋润,40,42,使用体验,正面
1932,,,,不错,10,12,整体,正面
1933,,,,还可以,0,3,整体,正面
1933,酒精味,10,13,浓浓的,7,10,气味,负面
1934,,,,不错,0,2,整体,正面
1934,,,,好闻,7,9,气味,正面
1935,,,,挺好用的,0,4,整体,正面
1935,,,,超补水,5,8,功效,正面
1936,快递,10,12,超赞,12,14,物流,正面
1936,,,,超级好用,18,22,整体,正面
1936,,,,很服帖,25,28,使用体验,正面
1936,,,,修饰肤色,29,33,功效,正面
1936,,,,很喜欢,36,39,整体,正面
1936,,,,很赞,34,36,整体,正面
1937,补水效果,5,9,杠杠的,9,12,功效,正面
1938,,,,非常好,0,3,整体,正面
1939,,,,很好,0,2,整体,正面
1939,,,,不会过敏,9,13,使用体验,正面
1939,,,,很舒服,35,38,使用体验,正面
1939,,,,很水润,38,41,使用体验,正面
1939,,,,是正品,3,6,真伪,正面
1940,,,,很好,0,2,整体,正面
1940,,,,很快,3,5,物流,正面
1941,,,,喜欢,2,4,整体,正面
1941,,,,有点点油,9,13,使用体验,负面
1942,,,,很好用,0,3,整体,正面
1942,,,,很自然,9,12,功效,正面
1942,,,,很舒服,13,16,使用体验,正面
1943,包装,0,2,很好,2,4,包装,正面
1943,,,,很合适,15,18,整体,正面
1944,,,,还可以,14,17,整体,正面
1944,,,,大赞,32,34,整体,正面
1944,包装,22,24,,,,包装,正面
1945,活动价格,29,33,没有便宜很多,34,40,价格,负面
1946,,,,很好,8,10,整体,正面
1947,活动,1,3,,,,价格,正面
1947,,,,非常实惠,15,19,价格,正面
1947,保湿效果,22,26,不错,27,29,功效,正面
1948,,,,还可以,2,5,整体,正面
1948,,,,非常喜欢,6,10,整体,正面
1949,,,,很好用,16,19,整体,正面
1950,,,,非常好,0,3,整体,正面
1951,味道,13,15,好,16,17,气味,正面
1951,,,,很衬肤色,8,12,功效,正面
1952,,,,比较满意,7,11,整体,正面
1953,,,,很适合,8,11,整体,正面
1954,,,,还可以,0,3,整体,正面
1954,物流,39,41,挺快,42,44,物流,正面
1955,,,,还行,16,18,整体,正面
1955,保湿,25,27,差一些,29,32,功效,负面
1955,保湿,25,27,有点干,33,36,功效,负面
1955,吸收,46,48,还好,48,50,使用体验,正面
1956,性价比,4,7,高很多,7,10,价格,正面
1956,物流,11,13,很快,13,15,物流,正面
1956,,,,点赞,16,18,整体,正面
1957,,,,还挺多的,2,6,整体,正面
1958,,,,还行吧,0,3,整体,正面
1958,味道,6,8,不是很喜欢,10,15,气味,负面
1959,,,,一如既往的好,0,6,整体,正面
1960,,,,可以,18,20,整体,正面
1961,味道,6,8,不一样,8,11,气味,负面
1961,,,,假的,15,17,真伪,负面
1962,精华液,2,5,很多,0,2,成分,正面
1962,物流速度,19,23,很快,23,25,物流,正面
1962,面膜纸,6,9,薄透,10,12,使用体验,正面
1963,包装,0,2,高档,2,4,包装,正面
1963,,,,好用,5,7,整体,正面
1963,,,,不卡粉,7,10,使用体验,正面
1963,遮瑕效果,11,15,不错,15,17,功效,正面
1964,,,,不错,20,22,整体,正面
1965,价位,14,16,很亲民,16,19,价格,正面
1965,,,,还可以,9,12,整体,正面
1966,物流,0,2,超快,2,4,物流,正面
1966,,,,有点味道,23,27,气味,负面
1966,,,,希望是正品,29,34,真伪,中性
1967,发货,20,22,快,22,23,物流,正面
1968,,,,水水嫩嫩的,5,10,使用体验,正面
1968,,,,很好,0,2,整体,正面
1968,价格,11,13,实惠,14,16,价格,正面
1969,,,,有点胶味,4,8,气味,负面
1969,,,,不好用,0,3,整体,负面
1970,,,,很细腻,2,5,使用体验,正面
1970,,,,自然,5,7,功效,正面
1970,,,,确实很好,8,12,整体,正面
1970,,,,满意,13,15,整体,正面
1971,,,,很好用,11,14,整体,正面
1971,遮瑕力,33,36,一般般,36,39,功效,中性
1971,提亮,42,44,蛮好,51,53,功效,正面
1972,包装,26,28,完好无损,30,34,包装,正面
1973,活动,0,2,,,,价格,正面
1973,,,,很便宜,5,8,价格,正面
1974,,,,很好,2,4,整体,正面
1975,物流,5,7,超级速度,7,11,物流,正面
1976,,,,挺好用,21,24,整体,正面
1976,,,,挺滋润,31,34,使用体验,正面
1976,保湿,28,30,,,,功效,中性
1977,礼品,0,2,很好,2,4,价格,正面
1978,,,,挺好的,6,9,整体,正面
1978,,,,不错,10,12,整体,正面
1979,,,,挺好的,0,3,整体,正面
1979,,,,喜欢,4,6,整体,正面
1979,速度,9,11,很快,11,13,物流,正面
1980,香味,8,10,太重,11,13,气味,负面
1980,,,,一般般,0,3,整体,中性
1981,物流小哥服务,0,6,特别好,6,9,物流,正面
1981,商家,10,12,不错,13,15,服务,正面
1981,,,,五星好评,17,21,整体,正面
1982,,,,还不错,5,8,整体,正面
1983,,,,很温和,3,6,整体,正面
1983,,,,不油腻,25,28,使用体验,正面
1983,,,,很不错,31,34,整体,正面
1983,保湿效果,35,39,很好,39,41,功效,正面
1983,,,,不错,42,44,整体,正面
1984,物流,0,2,很快,2,4,物流,正面
1985,,,,不错,0,2,整体,正面
1985,,,,补水多了,11,15,功效,正面
1986,,,,不错,0,2,整体,正面
1987,,,,蛮好,15,17,整体,正面
1988,,,,便宜,9,11,价格,正面
1988,活动,15,17,很划算,18,21,价格,正面
1989,味道,0,2,很喜欢,2,5,气味,正面
1989,,,,很舒服,10,13,使用体验,正面
1989,,,,不干燥,14,17,使用体验,正面
1989,,,,不蜕皮,18,21,使用体验,正面
1989,,,,很满意,24,27,整体,正面
1990,快递小哥,12,16,非常给力,16,20,物流,正面
1990,,,,非常不错,4,8,整体,正面
1990,快递,25,27,,,,物流,正面
1991,颜色,0,2,偏暗,2,4,功效,负面
1991,持久,5,7,可以,7,9,功效,正面
1992,,,,非常好,0,3,整体,正面
1992,,,,不油腻,14,17,使用体验,正面
1992,,,,清清爽爽的,17,22,使用体验,正面
1993,味道,0,2,好闻,2,4,气味,正面
1993,,,,好少,8,10,其他,负面
1994,速度,0,2,快,2,3,物流,正面
1994,,,,巨好用,8,11,整体,正面
1994,发货,4,6,快,2,3,物流,正面
1994,,,,便宜得多,17,21,价格,正面
1995,速度,32,34,太快了,34,37,物流,正面
1995,客服服务,38,42,很好,43,45,服务,正面
1995,,,,不错,12,14,整体,正面
1996,,,,好用,14,16,整体,中性
1997,清洁皮肤效果,4,10,很好,10,12,功效,正面
1997,,,,很实惠,0,3,价格,正面
1998,,,,很滑,0,2,使用体验,正面
1998,,,,很好用,3,6,整体,正面
1999,,,,挺显白的,0,4,使用体验,正面
1999,,,,很好,7,9,整体,正面
1999,,,,很满意,10,13,整体,正面
1999,物流,14,16,很给力,17,20,物流,正面
2000,,,,还可以,0,3,整体,正面
2001,,,,还不错,2,5,整体,正面
2001,,,,挺实惠的,6,10,价格,正面
2002,颜色,0,2,好,2,3,其他,正面
2002,,,,挺不错的,16,20,整体,正面
2003,,,,真的不错,4,8,整体,正面
2004,卸妆效果,0,4,很一般,4,7,功效,正面
2004,包装,11,13,很简陋,14,17,包装,正面
2005,,,,很不错,0,3,整体,正面
2006,,,,还不错,0,3,整体,正面
2007,,,,太失望了,0,4,整体,负面
2007,,,,坏的,9,11,包装,负面
2008,,,,还好,0,2,整体,正面
2008,售后,14,16,不错,16,18,服务,正面
2008,,,,过敏,9,11,使用体验,负面
2009,,,,特别温和,0,4,使用体验,正面
2009,,,,挺好的,5,8,整体,正面
2010,,,,还可以,5,8,整体,正面
2010,,,,挺干净的,9,13,功效,正面
2010,,,,有点疼,22,25,使用体验,负面
2011,,,,挺好,0,2,整体,正面
2011,,,,划算,3,5,价格,正面
2012,,,,非常好用,8,12,整体,正面
2013,,,,很满意,0,3,整体,正面
2013,,,,很好,8,10,整体,正面
2014,包装,4,6,,,,包装,正面
2015,,,,有点小贵,2,6,价格,负面
2016,,,,正品,22,24,真伪,正面
2016,包装,25,27,很好,28,30,包装,正面
2016,,,,很好用,36,39,整体,正面
2017,,,,巨好用,3,6,整体,正面
2018,效果,11,13,很不错,15,18,功效,正面
2019,香味,6,8,淡淡的,3,6,气味,正面
2019,,,,一点没问题,20,25,使用体验,正面
2019,,,,非常滋润,9,13,使用体验,正面
2019,,,,保湿,13,15,功效,正面
2019,,,,非常满意,26,30,整体,正面
2020,速度,0,2,真快,2,4,物流,正面
2020,,,,很好,14,16,整体,正面
2021,,,,一般般,5,8,整体,中性
2022,快递小哥,12,16,,,,物流,正面
2023,发货速度,0,4,快,4,5,物流,正面
2024,,,,还不错,8,11,整体,正面
2024,,,,比较干,12,15,使用体验,中性
2024,持妆效果,27,31,不错,31,33,功效,正面
2025,,,,挺好用,16,19,整体,正面
2026,,,,非常好用,0,4,整体,正面
2026,,,,很水润,12,15,使用体验,正面
2026,,,,一点刺激感都没有,16,24,使用体验,正面
2026,,,,很舒服,25,28,使用体验,正面
2026,,,,喜欢,29,31,整体,正面
2027,味道,14,16,有点刺鼻,16,20,气味,负面
2028,,,,不错,0,2,整体,正面
2028,,,,很舒服,3,6,使用体验,正面
2029,,,,很好用,0,3,整体,正面
2029,补水,7,9,好,13,14,功效,正面
2029,保湿效果,9,13,好,13,14,功效,正面
2029,精华,15,17,多,17,18,成分,正面
2029,,,,比较服帖,19,23,使用体验,正面
2029,,,,薄薄的,24,27,使用体验,正面
2029,,,,很舒服,28,31,使用体验,正面
2030,,,,很自然,2,5,功效,正面
2030,,,,很均匀,5,8,功效,正面
2030,,,,不干燥,9,12,使用体验,正面
2030,,,,好卸妆,13,16,功效,正面
2031,包装,0,2,挺不错,6,9,包装,正面
2031,味道,21,23,香香的,18,21,气味,正面
2031,,,,还可以,14,17,整体,正面
2032,,,,挺好用的,16,20,整体,正面
2032,,,,很清爽,22,25,使用体验,正面
2032,,,,很好推开,25,29,使用体验,正面
2033,,,,很实惠,0,3,价格,正面
2033,,,,还不错,17,20,整体,正面
2034,,,,好用,0,2,整体,正面
2034,,,,很自然,12,15,功效,正面
2035,味道,14,16,非常喜欢,8,12,气味,正面
2035,保湿效果,17,21,很好,21,23,功效,正面
2035,,,,很喜欢,25,28,整体,正面
2036,活动,8,10,,,,价格,正面
2037,,,,还不错,31,34,整体,正面
2037,,,,有点小贵,37,41,价格,负面
2038,发货,9,11,很快,11,13,物流,正面
2039,,,,超极好,11,14,整体,正面
2039,,,,很适合,15,18,整体,正面
2039,,,,赞赞,23,25,整体,中性
2040,,,,还行,2,4,整体,正面
2040,,,,很保湿,4,7,功效,正面
2041,,,,是正品,2,5,真伪,正面
2041,,,,蛮多的,16,19,其他,正面
2041,快递,26,28,给力,29,31,物流,正面
2041,,,,好评,32,34,整体,正面
2042,物流,17,19,这么快,20,23,物流,正面
2042,,,,非常喜欢,0,4,整体,正面
2042,,,,好的没话说,26,31,整体,正面
2042,,,,赞,33,34,整体,正面
2043,,,,应该还可以,17,22,整体,正面
2043,物流速度,33,37,挺快的,39,42,物流,正面
2044,价格,7,9,不贵,10,12,价格,正面
2044,,,,挺好用,2,5,整体,正面
2045,包装,14,16,新,13,14,包装,正面
2045,,,,挺好用,17,20,整体,正面
2046,包装,11,13,真心不错,13,17,包装,正面
2046,速度,19,21,快,22,23,物流,正面
2047,,,,可以,8,10,整体,正面
2048,,,,非常好,0,3,整体,正面
2048,,,,超级好,15,18,整体,正面
2049,活动,3,5,便宜,5,7,价格,正面
2049,补水,14,16,很好,20,22,功效,正面
2049,保湿效果,16,20,很好,20,22,功效,正面
2049,,,,很满足,23,26,整体,正面
2049,,,,很好用,11,14,整体,正面
2050,,,,很喜欢,0,3,整体,正面
2050,,,,很清爽,10,13,使用体验,正面
2050,,,,物有所值,14,18,整体,正面
2051,,,,听水嫩的,6,10,使用体验,正面
2051,,,,挺不错,13,16,整体,正面
2051,颜色,17,19,自然,20,22,功效,正面
2052,,,,很好用,0,3,整体,正面
2052,活动,29,31,最实惠,36,39,价格,正面
2053,快递小哥,13,17,点赞,17,19,物流,正面
2054,,,,一如既往的好,0,6,整体,正面
2055,,,,不会觉得紧绷,3,9,使用体验,正面
2055,,,,非常温和,9,13,使用体验,正面
2055,,,,便宜又实惠,22,27,价格,正面
2056,,,,很水润,2,5,使用体验,正面
2057,,,,特别的好用,0,5,整体,正面
2058,,,,还不错,9,12,整体,正面
2059,,,,不错,2,4,整体,正面
2059,价格,5,7,合适,7,9,价格,正面
2059,物流,10,12,给力,12,14,物流,正面
2060,保湿,20,22,很好,26,28,功效,正面
2060,美白效果,22,26,很好,26,28,功效,正面
2060,,,,不过敏,32,35,使用体验,正面
2060,,,,五星好评,43,47,整体,正面
2061,,,,不错,6,8,整体,正面
2061,,,,还可以,17,20,整体,正面
2062,物流,7,9,很快,9,11,物流,正面
2062,,,,可以,4,6,整体,正面
2063,,,,不错,2,4,整体,正面
2064,物流,8,10,超快,10,12,物流,正面
2064,,,,很好,15,17,整体,正面
2065,,,,修正肤色,0,4,功效,正面
2065,,,,物美价廉,14,18,价格,正面
2065,,,,非常好,5,8,整体,正面
2066,,,,不错,0,2,整体,正面
2066,,,,很舒服,5,8,使用体验,正面
2066,,,,不紧绷,9,12,使用体验,正面
2066,,,,滑滑的,13,16,使用体验,正面
2067,,,,一如既往的好,0,6,整体,正面
2068,,,,很不错,14,17,整体,正面
2068,,,,很喜欢,25,28,整体,正面
2069,,,,滑滑的,5,8,使用体验,正面
2070,保湿,8,10,不好,10,12,功效,负面
2070,包装,13,15,不好,10,12,包装,负面
2070,,,,差评,19,21,整体,负面
2070,,,,不好用,4,7,整体,负面
2071,,,,很划算,0,3,价格,正面
2072,,,,有些黏腻,12,16,使用体验,负面
2072,,,,还可以,28,31,整体,正面
2073,,,,挺麻烦的,6,10,服务,负面
2074,,,,还可以,3,6,整体,正面
2074,快递,8,10,超快,10,12,物流,正面
2075,,,,很好用,13,16,整体,正面
2076,,,,很好,17,19,整体,正面
2077,补水效果,37,41,,,,整体,中性
2077,,,,挺便宜,30,33,价格,正面
2078,精华液,23,26,很好,26,28,成分,正面
2078,,,,一般,31,33,整体,中性
2079,补水效果,18,22,特别好,22,25,功效,正面
2080,,,,真品,14,16,真伪,正面
2080,味道,19,21,没错,22,24,气味,正面
2080,,,,很便宜,28,31,价格,正面
2081,发货,0,2,很快,2,4,物流,正面
2082,,,,很好用,21,24,整体,正面
2083,,,,不错,11,13,整体,正面
2084,,,,非常好,0,3,整体,正面
2085,价格,2,4,合适,4,6,价格,正面
2085,,,,不错,9,11,整体,正面
2085,,,,好用,11,13,整体,正面
2086,,,,不错,0,2,整体,正面
2086,,,,很好用,3,6,整体,正面
2086,客服,7,9,很细心,10,13,服务,正面
2086,态度,14,16,非常好,17,20,服务,正面
2087,,,,不错,9,11,整体,正面
2088,发货,10,12,神速,12,14,物流,正面
2088,,,,上乘,17,19,整体,正面
2089,,,,太快了,0,3,物流,正面
2090,防晒,26,28,还算可以,33,37,功效,正面
2090,味道,18,20,不是很好,21,25,气味,负面
2091,,,,一如既往的好,0,6,整体,正面
2092,赠品,18,20,好多,16,18,价格,正面
2092,,,,棒棒哒,10,13,整体,正面
2092,,,,优秀,21,23,整体,正面
2093,赠品,20,22,,,,价格,负面
2094,速度,0,2,值得点赞,2,6,物流,正面
2094,,,,五星好评,11,15,整体,正面
2095,,,,非常好,0,3,整体,正面
2095,,,,是正品,4,7,真伪,正面
2095,,,,很自然,18,21,功效,正面
2095,,,,显肤色,21,24,功效,正面
2096,,,,好用,3,5,整体,正面
2096,,,,比较有气色,9,14,使用体验,正面
2097,泡沫,19,21,丰富,21,23,使用体验,正面
2097,,,,很好用,15,18,整体,正面
2097,泡沫,19,21,细腻,24,26,使用体验,正面
2098,,,,一如既往的好,0,6,整体,正面
2099,,,,挺满意的,0,4,整体,正面
